Name	UserRank	AHPRank	SVMRank
"{21,33,69,78,84} => {94}"	356	320	630
"{21,33,78,87,94} => {69}"	1478	1418	1527
"{33,52,78,80,84,94} => {56}"	1384	1330	1439
"{69,78,84} => {60}"	821	885	703
"{21,33,80,84,94} => {69}"	1198	1162	1271
"{52,78,80,84,87} => {69}"	941	935	1044
"{35,56,80,87} => {84}"	1527	1465	1574
"{52,60,69,78,84} => {35}"	726	812	753
"{33,35,56,78,80,84,94} => {69}"	1088	1066	1175
"{52,56,87,94} => {80}"	1379	1326	1435
"{21,33,56,78,84,94} => {80}"	1460	1402	1511
"{33,52,78,84} => {35}"	179	100	100
"{33,80,84,87,94} => {21}"	430	537	409
"{21,33,69,78,84,87,94} => {56}"	1407	1352	1461
"{35,56,69,84} => {78}"	946	938	1047
"{33,60,69,84,87} => {80}"	883	762	966
"{21,56,78,84,87,94} => {33}"	1259	1216	1325
"{56,87,94} => {35}"	312	487	359
"{35,52,56,78,80,94} => {84}"	1624	1557	1666
"{21,33,56,69,80,87,94} => {78}"	1141	1114	1223
"{33,78,94} => {87}"	183	183	426
"{33,56,78} => {60}"	837	889	707
"{56,78,87,94} => {21}"	344	502	374
"{1,21,35,52,56,69,80} => {38}"	518	609	238
"{1,21,52,69,78,84,87} => {38}"	541	632	261
"{33,52,80,94} => {87}"	1021	1005	1114
"{52,56,69} => {84}"	1563	1498	1607
"{21,78,80,94} => {33}"	1645	1573	1682
"{33,35,69,84} => {56}"	1535	1473	1582
"{56,60,69,78,87} => {33}"	856	741	945
"{52,56,78,84,94} => {35}"	180	101	101
"{21,56,80,94} => {69}"	999	985	1094
"{35,69,84} => {52}"	7	2	2
"{35,69,84,87} => {56}"	1643	1571	1680
"{33,56,78,80,84,87,94} => {35}"	462	553	425
"{56,80,94} => {35}"	444	544	416
"{35,56,87,94} => {52}"	104	54	54
"{35,84,94} => {56}"	1416	1361	1470
"{33,52,56,87} => {80}"	1650	1577	1686
"{33,35,69,80,87,94} => {56}"	1032	1015	1124
"{33,56,78,84} => {94}"	255	279	340
"{35,56,78,87,94} => {33}"	1427	1372	1481
"{33,35,80,87,94} => {84}"	1640	1569	1678
"{33,52,56,60,69,84,94} => {35}"	737	823	764
"{52,56,78,80} => {35}"	143	80	80
"{21,78,87,94} => {80}"	1543	1480	1589
"{1,21,33,52,56,69,80,84,94} => {38}"	540	631	260
"{33,52,56,78,80,87} => {84}"	1202	1165	1274
"{21,80,87} => {94}"	345	315	625
"{35,52,56,80,84,94} => {33}"	1334	1283	1392
"{35,52,80} => {87}"	1350	1298	1407
"{1,21,33,52} => {38}"	475	566	195
"{35,69,78,80,94} => {84}"	1042	1023	1132
"{33,52,56,60,87} => {35}"	775	861	802
"{21,78,84} => {69}"	1315	1265	1374
"{33,84} => {69}"	85	141	141
"{33,56,69,78,80} => {60}"	871	896	714
"{52,56,69,84,94} => {78}"	973	961	1070
"{52,56,78,84} => {69}"	1145	1117	1226
"{33,52,69,84,87,94} => {78}"	1276	1231	1340
"{35,52,56,69,78,84} => {33}"	975	963	1072
"{60,69,80,87} => {56}"	895	773	977
"{69,80,87} => {94}"	234	274	335
"{33,52,69,78,87} => {35}"	163	91	91
"{33,56,69,78,84,87,94} => {52}"	442	543	415
"{33,69,84,87,94} => {56}"	253	235	478
"{21,33,69,80,84} => {94}"	342	314	624
"{33,78,80,87} => {84}"	108	152	152
"{80,84,87,94} => {33}"	193	191	434
"{1,21,33,52,69,78,80,87} => {38}"	565	656	285
"{1,21,52,78,80,84,87,94} => {38}"	483	574	203
"{33,56,60,87} => {69}"	894	772	976
"{33,35,56,69,78,94} => {52}"	38	22	22
"{21,52,78,80,84,87,94} => {35}"	632	413	534
"{1,21,33,52,69,78,84} => {38}"	499	590	219
"{21,33,69,80,84,94} => {56}"	1324	1274	1383
"{35,56,69,78,80,84,94} => {87}"	1450	1394	1503
"{33,35,56,69,78,80,87} => {52}"	73	38	38
"{35,52,78,94} => {56}"	1537	1475	1584
"{21,35,78,80} => {52}"	677	458	579
"{33,35,56,78} => {52}"	137	76	76
"{35,52,56,80,84,87} => {78}"	1132	1105	1214
"{33,69,84} => {60}"	806	880	698
"{56,60,69,78,84} => {87}"	869	751	955
"{33,35,52,78,80,84,94} => {87}"	936	932	1041
"{21} => {69}"	1530	1468	1577
"{21,33,52,56,78,87} => {35}"	654	435	556
"{21,56,69,80,84,87} => {94}"	330	308	618
"{52,60,78,80,84} => {35}"	782	868	809
"{60,80,87} => {56}"	809	704	908
"{33,69,78,80,84} => {94}"	215	269	330
"{35,56,69,80} => {33}"	1661	1584	1693
"{52,69,80,87} => {84}"	1397	1342	1451
"{33,35,56,69,84,87,94} => {78}"	1238	1198	1307
"{56,80} => {33}"	48	122	122
"{21,80,94} => {84}"	1592	1527	1636
"{35,52,69,94} => {84}"	1610	1544	1653
"{35,56,84,87} => {52}"	102	53	53
"{33,35,56,78,84,87,94} => {80}"	1270	1225	1334
"{33,52,56,69} => {94}"	305	294	604
"{35,78,87,94} => {56}"	1434	1379	1488
"{52,69,78,87,94} => {33}"	1432	1377	1486
"{33,52,69,78,80,87} => {56}"	1463	1405	1514
"{21,35,69,80} => {52}"	674	455	576
"{21,69,87} => {84}"	1611	1545	1654
"{35,56,60,78,80,87} => {52}"	730	816	757
"{33,35,52,78,84,94} => {87}"	1173	1141	1250
"{35,52,69,80,84,87} => {78}"	1580	1515	1624
"{35,56,69,80,87} => {33}"	1615	1549	1658
"{52,78,87,94} => {84}"	1268	1223	1332
"{52,56,69,80,84,94} => {78}"	1452	1396	1505
"{33,52,78,87,94} => {56}"	1390	1336	1445
"{69,87} => {60}"	824	886	704
"{52,78,80,84,87} => {94}"	290	287	597
"{1,21,52,69} => {38}"	494	585	214
"{1,21,35,78,84,94} => {38}"	503	594	223
"{35,52,78} => {94}"	414	356	666
"{33,35,52,78,94} => {69}"	1236	1196	1305
"{33,35,52,56,69,78} => {80}"	1392	1338	1447
"{33,35,84,87} => {69}"	1016	1000	1109
"{35,52,69,78,87,94} => {84}"	1094	1071	1180
"{21,33,56,80,84,94} => {78}"	1243	1202	1311
"{33,35,52,56,69,80,87} => {94}"	425	361	671
"{21,33,56,80,84,87} => {78}"	1219	1180	1289
"{1,21,35,56,69,78,80,87} => {38}"	473	564	193
"{33,35,69,80,94} => {84}"	1679	1599	1708
"{33,35,56,87,94} => {69}"	1644	1572	1681
"{56,69,78,80,94} => {21}"	392	520	392
"{52,56,60,69,87} => {35}"	776	862	803
"{33,56,69,78,87,94} => {21}"	301	480	352
"{33,69} => {60}"	850	890	708
"{56,80,84,87,94} => {21}"	396	523	395
"{1,21,52,56,78,80,87} => {38}"	487	578	207
"{69,87,94} => {56}"	225	213	456
"{52,56,94} => {80}"	1492	1431	1540
"{33,35,56,69,78,87} => {52}"	6	1	1
"{21,52,56,69,80,84,87} => {35}"	659	440	561
"{52,69,78,80,87,94} => {84}"	1092	1069	1178
"{33,35,80,84,87} => {78}"	1413	1358	1467
"{33,52,78,87} => {35}"	58	33	33
"{33,56,84,87} => {78}"	55	125	125
"{56,78,84,87} => {33}"	19	113	113
"{35,52,56,78,80,87,94} => {33}"	1639	1568	1677
"{33,35,56,69,80,84,87} => {78}"	1562	1497	1606
"{33,80,94} => {21}"	388	519	391
"{52,56,78,84} => {94}"	366	327	637
"{21,33,80,84} => {56}"	991	977	1086
"{56,78,87,94} => {52}"	343	501	373
"{56,69} => {94}"	263	282	343
"{35,56,69,87} => {78}"	1327	1277	1386
"{33,35,87,94} => {56}"	978	966	1075
"{35,52,80,87} => {69}"	1584	1519	1628
"{33,56,60,69,78} => {80}"	881	761	965
"{1,21,35,69,80,84,87} => {38}"	486	577	206
"{21,35,56,69,78,80,84,94} => {52}"	664	445	566
"{35,69,78,84,87,94} => {56}"	1067	1046	1155
"{33,94} => {56}"	243	226	469
"{33,52,60,78,84,87,94} => {35}"	712	798	739
"{69,84,87} => {78}"	182	182	182
"{35,52,56,78,80,84,87,94} => {69}"	935	931	1040
"{33,56,69,87,94} => {80}"	188	187	430
"{35,69,78,87,94} => {52}"	173	95	95
"{21,33,84} => {69}"	1285	1237	1346
"{33,35,52,56,69,80,84,94} => {87}"	1041	1022	1131
"{1,21,33,35,52,56,84,87} => {38}"	472	563	192
"{21,33,78,94} => {69}"	1571	1506	1615
"{33,35,78} => {87}"	1367	1314	1423
"{21,78,80,84} => {87}"	1063	1042	1151
"{33,56,80,94} => {87}"	261	239	482
"{35,56,84,94} => {80}"	1389	1335	1444
"{35,52,69,78,87} => {33}"	1359	1307	1416
"{21,33,56,78,80,84,87} => {69}"	1328	1278	1387
"{52,56,60,94} => {35}"	754	840	781
"{33,56,69} => {84}"	72	136	136
"{33,35,52,56,69,80,84} => {78}"	1664	1587	1696
"{35,52,56,69,78,80,94} => {84}"	1152	1124	1233
"{52,56,69,84} => {35}"	52	31	31
"{35,52,69,84,94} => {80}"	1614	1548	1657
"{35,56,69,87,94} => {52}"	172	94	94
"{21,69,80} => {78}"	934	930	1039
"{21,56} => {94}"	415	357	667
"{21,33,52,78,80,84} => {35}"	608	389	510
"{52,56,84,94} => {35}"	37	21	21
"{33,35,84,87,94} => {78}"	1404	1349	1458
"{1,21,35,69,80,84,94} => {38}"	595	686	315
"{35,52,78,80,94} => {84}"	1095	1072	1181
"{21,33,35} => {52}"	669	450	571
"{1,21,35,69,78,80,94} => {38}"	484	575	204
"{33,35,78,84,87} => {52}"	33	19	19
"{33,69} => {80}"	90	144	144
"{33,52,56,69,80,87} => {78}"	1405	1350	1459
"{35,78} => {33}"	1106	1083	1192
"{33,52,69,78,80,84} => {56}"	1485	1425	1534
"{33,78,80,87} => {56}"	53	123	123
"{21,69,78,84,94} => {56}"	995	981	1090
"{35,69,80,84} => {56}"	1170	1138	1247
"{35,56,60,69,80,94} => {52}"	732	818	759
"{33,35,52,69,80,94} => {87}"	1573	1508	1617
"{33,35,69,80,84,94} => {78}"	951	942	1051
"{35,56,87,94} => {69}"	1319	1269	1378
"{52,56,69,78,80,84,87,94} => {33}"	1183	1148	1257
"{1,21,33,35,52,56,80} => {38}"	471	562	191
"{33,52,69,80} => {56}"	1062	1041	1150
"{21,33,56,69,78,80,94} => {87}"	1441	1386	1495
"{35,56,78,80,94} => {69}"	1101	1078	1187
"{35,56,60,69,78,87} => {52}"	772	858	799
"{35,52,78,80,84,87,94} => {33}"	906	906	1015
"{52,60,78,87} => {35}"	706	792	733
"{56,60,78,87} => {80}"	791	694	898
"{35,52,69,78,80,94} => {84}"	1465	1407	1516
"{33,35,69,80} => {84}"	1237	1197	1306
"{35,84} => {78}"	1414	1359	1468
"{1,21,52,56} => {38}"	579	670	299
"{33,35,52,56,69,84,94} => {80}"	1433	1378	1487
"{78,87} => {56}"	3	104	104
"{33,56,69,78,94} => {35}"	337	498	370
"{21,33,69,78} => {80}"	930	926	1035
"{33,52,56,69,80} => {94}"	432	367	677
"{33,35,78,84} => {52}"	114	61	61
"{56,80,94} => {87}"	194	192	435
"{33,56,80} => {69}"	157	170	170
"{35,56,69,84,94} => {87}"	1020	1004	1113
"{33,35,69,78,84,87} => {52}"	109	58	58
"{35,69,87} => {80}"	1248	1206	1315
"{35,52,56,69,87,94} => {78}"	998	984	1093
"{21,33,56,69,78,84,94} => {80}"	1454	1397	1506
"{21,33,56,78,80,87,94} => {84}"	1271	1226	1335
"{21,69,87,94} => {56}"	1210	1172	1281
"{52,56,60,80,84,87,94} => {35}"	756	842	783
"{33,60,69,78,87} => {84}"	884	763	967
"{1,21,33,35,52,78,84,94} => {38}"	577	668	297
"{1,21,35,52,56,69,78,84} => {38}"	523	614	243
"{52,56,69,84,94} => {35}"	44	25	25
"{33,35,52,69,78} => {87}"	1102	1079	1188
"{21,33,52,56,69,80,87} => {35}"	613	394	515
"{21,69,80} => {94}"	297	292	602
"{35,56,60,69,78,84,87,94} => {52}"	696	782	723
"{21,33,52,87} => {35}"	622	403	524
"{33,56,94} => {80}"	208	202	445
"{33,56,94} => {78}"	233	219	462
"{35,56,69,78,80} => {52}"	13	5	5
"{33,52,56,69,87} => {84}"	1206	1168	1277
"{60,78} => {33}"	792	695	899
"{1,21,35,52,56,84,87} => {38}"	522	613	242
"{21,33,56,78,94} => {84}"	1225	1185	1294
"{21,56,69,84,87} => {80}"	1566	1501	1610
"{33,56,60,78} => {69}"	861	744	948
"{1,21,52,94} => {38}"	570	661	290
"{33,35,69,84,94} => {78}"	1576	1511	1620
"{33,56,78} => {80}"	76	138	138
"{33,35,52,56,80,87} => {78}"	1671	1593	1702
"{35,56,69,80,84,87} => {94}"	375	334	644
"{87,94} => {52}"	358	509	381
"{33,52,56,84} => {78}"	1079	1058	1167
"{35,52,78,87} => {84}"	1470	1412	1521
"{33,35,52,78,80,84} => {56}"	1241	1200	1309
"{33,35,56,69,78} => {80}"	1515	1454	1563
"{33,35,56,69,78,87,94} => {52}"	79	41	41
"{33,35,52,69} => {84}"	1420	1365	1474
"{1,21,35,56,69,84} => {38}"	567	658	287
"{35,56,80} => {52}"	149	83	83
"{21,35,56,69,78,80,87,94} => {52}"	611	392	513
"{33,52,94} => {87}"	1284	1236	1345
"{33,35,52,69,80,87} => {84}"	1372	1319	1428
"{35,56,69,94} => {33}"	1437	1382	1491
"{35,56,69,78,84} => {94}"	287	285	595
"{33,69,78} => {80}"	93	146	146
"{33,35,60,78,84,87} => {52}"	719	805	746
"{33,35,56,69,84} => {78}"	1606	1540	1649
"{35,56,78,80} => {94}"	391	344	654
"{78,80,87} => {56}"	144	165	165
"{21,56,69,94} => {87}"	1205	1167	1276
"{33,52,56,69,78,84,87} => {80}"	1415	1360	1469
"{1,21,52,56,78,80,84} => {38}"	572	663	292
"{33,35,56,78,80,87,94} => {52}"	87	46	46
"{56,94} => {84}"	196	194	437
"{69,80,84} => {56}"	45	121	121
"{1,21,52,69,78,87} => {38}"	536	627	256
"{21,56,94} => {80}"	1116	1092	1201
"{33,35,56} => {52}"	171	93	93
"{21,33} => {84}"	1297	1249	1358
"{69,78,80,94} => {52}"	445	545	417
"{21,78,80,84} => {56}"	1349	1297	1406
"{33,52,69,80,94} => {35}"	80	42	42
"{35,52,56} => {94}"	369	329	639
"{21,80} => {94}"	329	307	617
"{21,33,52,69,78,87} => {35}"	619	400	521
"{1,21,33,52,78,80,87} => {38}"	507	598	227
"{33,35,56,60,78,84,94} => {52}"	752	838	779
"{52,80,87,94} => {35}"	68	37	37
"{1,21,33,35,52,69,78,80,84} => {38}"	554	645	274
"{1,21,52,56,69,80} => {38}"	547	638	267
"{52,60,69,78,80,84,87} => {35}"	760	846	787
"{21,35,80,84,94} => {52}"	686	467	588
"{52,78} => {87}"	1303	1254	1363
"{21,52,56,69,84,87} => {35}"	651	432	553
"{33,52,56,69,84,87} => {80}"	1587	1522	1631
"{21,33,80,87} => {69}"	1019	1003	1112
"{21,56,69,78,80,87} => {84}"	1277	1232	1341
"{35,52,69,78,80,84,87} => {94}"	310	297	607
"{21,33,35,69,78,87} => {52}"	607	388	509
"{35,56,87} => {33}"	1461	1403	1512
"{35,56,94} => {78}"	1618	1552	1661
"{56,84} => {69}"	83	140	140
"{33,35,56,80,84,94} => {69}"	901	901	1010
"{78,80,84,87} => {69}"	70	134	134
"{52,56,84,87} => {80}"	1632	1565	1674
"{21,52,56} => {35}"	680	461	582
"{56,80,84,87,94} => {52}"	435	539	411
"{52,69,78,87,94} => {80}"	1229	1189	1298
"{33,35,52,56,69,94} => {78}"	1231	1191	1300
"{35,52,56,80,87,94} => {78}"	1534	1472	1581
"{1,21,33,35,52,56,78,80,84} => {38}"	464	555	184
"{35,52,69,78,80,94} => {33}"	1409	1354	1463
"{56,87,94} => {21}"	340	500	372
"{35,56,80,87} => {52}"	47	27	27
"{1,21,35,52,69,78,80,84,87} => {38}"	479	570	199
"{21,33,69,80} => {94}"	350	317	627
"{21,33,56,69,94} => {84}"	1476	1416	1525
"{21,80,84,87,94} => {78}"	1275	1230	1339
"{21,56,69,78,84,94} => {87}"	924	921	1030
"{52,60,87,94} => {35}"	781	867	808
"{33,35,52,78,87} => {69}"	1051	1032	1141
"{33,52,60,69,78,84,87,94} => {35}"	762	848	789
"{21,33,35,56,69,84,87,94} => {52}"	645	426	547
"{33,52,80,87,94} => {69}"	1488	1427	1536
"{21,33,56,87} => {94}"	357	321	631
"{56,60,69,78,84} => {33}"	873	754	958
"{33,35,52,78,80,84} => {69}"	1293	1245	1354
"{35,52,56,80,84,87,94} => {33}"	1158	1129	1238
"{21,35,69,78,84,94} => {52}"	621	402	523
"{33,35,52,69,78} => {94}"	384	340	650
"{33,35,52,84,87} => {94}"	450	373	683
"{52,56,60,78,80,84} => {35}"	766	852	793
"{78,84,87,94} => {21}"	351	506	378
"{33,69,78,80} => {56}"	91	145	145
"{21,80,84,94} => {87}"	1449	1393	1502
"{33,60,84} => {56}"	896	774	978
"{60,69,78,80} => {84}"	866	749	953
"{52,69,80,94} => {33}"	1533	1471	1580
"{21,33,35,56,84,94} => {52}"	631	412	533
"{56,84,94} => {87}"	283	259	502
"{35,52,56,69} => {87}"	1332	1281	1390
"{33,69,80,84,94} => {52}"	326	494	366
"{33,35,52,69,78,80,84,87} => {94}"	378	336	646
"{35,52,56,69,78,80,84,94} => {87}"	1084	1062	1171
"{1,21,35,69,84,87,94} => {38}"	582	673	302
"{33,52,69,80,84} => {35}"	74	39	39
"{35,52,78,80,84,94} => {69}"	1108	1085	1194
"{21,35,78,84,87,94} => {52}"	639	420	541
"{33,56,69,78,84,94} => {80}"	273	250	493
"{33,56,60,78} => {80}"	814	709	913
"{33,52,69,78,80,84,87} => {94}"	363	325	635
"{35,52,80,87,94} => {33}"	1043	1024	1133
"{33,56,78,80,87,94} => {69}"	187	186	429
"{35,78,84} => {56}"	1444	1389	1498
"{33,52,78,80,84,87,94} => {35}"	21	9	9
"{33,52,56,69,80,94} => {84}"	1080	1059	1168
"{1,21,33,52,80} => {38}"	508	599	228
"{52,56,80,84,87,94} => {35}"	49	28	28
"{35,69,78,84} => {94}"	341	313	623
"{52,56,78,80,84,94} => {87}"	1375	1322	1431
"{21,78,80,84} => {94}"	428	364	674
"{35,52,69,80,84} => {33}"	1421	1366	1475
"{33,52,78,80,87} => {56}"	1083	1061	1170
"{33,35,52,56,78,80,84} => {94}"	390	343	653
"{52,60,78,80,87,94} => {35}"	693	779	720
"{1,21,52} => {38}"	469	560	189
"{33,35,52,56,80,84} => {87}"	1539	1477	1586
"{21,78,84} => {33}"	1680	1600	1709
"{33,84} => {78}"	170	179	179
"{52,56,78,80,94} => {87}"	1386	1332	1441
"{35,69,80,94} => {78}"	1552	1487	1596
"{33,56,78,80,84,94} => {21}"	406	527	399
"{35,52,56,69,80,87,94} => {33}"	1168	1137	1246
"{21,33,56,69,78,84} => {94}"	370	330	640
"{33,78} => {56}"	165	175	175
"{33,69} => {78}"	142	164	164
"{1,21,52,69,84,87,94} => {38}"	525	616	245
"{56,78,87} => {80}"	15	110	110
"{69,78} => {33}"	116	155	155
"{21,87} => {94}"	441	371	681
"{21,33,56,69,80,87,94} => {84}"	1361	1309	1418
"{21,33,35,78,80,87} => {52}"	641	422	543
"{33,87} => {94}"	228	273	334
"{52,56,78,80,84} => {87}"	956	947	1056
"{21,78,94} => {84}"	911	909	1018
"{78,80,84} => {60}"	878	897	715
"{21,69,80,84,87} => {94}"	316	300	610
"{33,35,52,69,78,80,84} => {94}"	362	324	634
"{21,56,78,80,87} => {69}"	1190	1155	1264
"{21,33,52,69,78,84} => {35}"	682	463	584
"{52,84,87} => {78}"	1218	1179	1288
"{21,52,69,78,94} => {35}"	624	405	526
"{35,84,87} => {78}"	1655	1580	1689
"{56,60,78,80,87} => {84}"	822	714	918
"{21,33,56,80,87,94} => {69}"	1591	1526	1635
"{35} => {87}"	1445	1390	1499
"{35,56,69,78,84,94} => {52}"	23	10	10
"{21,78} => {94}"	383	339	649
"{52,69,80} => {78}"	926	922	1031
"{33,60,87} => {80}"	862	745	949
"{56,60,80,84} => {78}"	885	764	968
"{35,80,84} => {87}"	1579	1514	1623
"{33,35,56,60,69,78,80} => {52}"	779	865	806
"{33,69,78,80,84,94} => {87}"	267	244	487
"{33,35,52,80,87} => {69}"	1529	1467	1576
"{35,80,84} => {78}"	1377	1324	1433
"{35,52,69,78,87,94} => {33}"	1635	1566	1675
"{33,52,56,78,84} => {35}"	145	81	81
"{33,35,52,56,69,94} => {87}"	1180	1145	1254
"{33,35,52,56,69,84} => {87}"	1581	1516	1625
"{80,94} => {52}"	409	529	401
"{33,56,69,87,94} => {84}"	274	251	494
"{52,56,78,80,84,87} => {35}"	178	99	99
"{21,33,56,78,80,84,87} => {94}"	461	381	691
"{56,80,87,94} => {21}"	288	475	347
"{33,69,80} => {84}"	155	169	169
"{21,56,69,80,94} => {87}"	1142	1115	1224
"{52,69,78,80} => {84}"	1482	1422	1531
"{35,52,56,78,94} => {69}"	1651	1578	1687
"{33,52,56,69,78,87} => {94}"	355	319	629
"{21,80,84,94} => {56}"	1234	1194	1303
"{33,56,78,94} => {21}"	315	488	360
"{21,80,94} => {56}"	1061	1040	1149
"{1,21,35,52,56,69,78,80,94} => {38}"	520	611	240
"{33,35,52,56,69,78,80,84} => {94}"	452	375	685
"{33,35,69,78,94} => {52}"	121	64	64
"{52,56,69,78,87} => {94}"	332	309	619
"{21,33,78} => {84}"	1305	1256	1365
"{21,33,56,69,87} => {80}"	1358	1306	1415
"{33,56,69,78,84,87,94} => {80}"	281	257	500
"{35,52,80,84,94} => {69}"	1039	1020	1129
"{21,69,78,80,87} => {94}"	320	303	613
"{21,33,52,69,80,87,94} => {35}"	628	409	530
"{56,69,84,94} => {33}"	232	218	461
"{52,69,94} => {84}"	1128	1102	1211
"{33,35,84} => {78}"	1197	1161	1270
"{1,21,33,35,52,56,69,78,84} => {38}"	463	554	183
"{33,35,69,80} => {78}"	1594	1529	1638
"{56,60,69,78} => {87}"	891	770	974
"{33,35,52,84,87} => {69}"	988	975	1084
"{52,56,69,78,84,94} => {35}"	60	35	35
"{33,35,56,60,69,78,84} => {52}"	784	870	811
"{33,87} => {69}"	71	135	135
"{33,35,52,87} => {84}"	965	956	1065
"{33,52,56,60,69,80,84,87,94} => {35}"	701	787	728
"{21,33,35,78} => {52}"	690	471	592
"{35,87} => {56}"	1221	1182	1291
"{35,60,78,80,84,87,94} => {52}"	770	856	797
"{56,84,87} => {33}"	99	149	149
"{35,69,78,84,87} => {94}"	420	360	670
"{35,56,78} => {94}"	443	372	682
"{21,33,80,84,87} => {94}"	306	295	605
"{1,21,33,35,69} => {38}"	537	628	257
"{33,35,56,84} => {78}"	902	902	1011
"{1,21,33,35,80,87,94} => {38}"	505	596	225
"{35,56,60,78} => {52}"	734	820	761
"{33,35,52,56,84,87,94} => {69}"	1598	1533	1642
"{1,21,35,52,56} => {38}"	504	595	224
"{33,35,52,80,84,94} => {56}"	1475	1415	1524
"{52,56,78,80,94} => {33}"	1391	1337	1446
"{1,21,33,35,56,78} => {38}"	588	679	308
"{33,35,56,69,84,87} => {94}"	385	341	651
"{21,78,80,87,94} => {56}"	964	955	1064
"{52,56,69,78,80} => {35}"	32	18	18
"{56,69,80,84,94} => {78}"	264	241	484
"{56} => {94}"	211	267	328
"{35,69} => {94}"	308	296	606
"{33,56,80,84} => {87}"	42	120	120
"{33,60,80,87} => {69}"	804	702	906
"{35,69,84,94} => {56}"	1329	1279	1388
"{78,84} => {80}"	154	168	168
"{52,87} => {78}"	1162	1133	1242
"{33,56,69,80,94} => {35}"	321	490	362
"{33,35,60,69,94} => {52}"	741	827	768
"{33,35,78,84} => {94}"	456	377	687
"{33,60,87} => {69}"	876	757	961
"{35,80,84,87} => {33}"	1619	1553	1662
"{33,35,52,87,94} => {84}"	915	913	1022
"{21,56,80,84,94} => {78}"	1301	1253	1362
"{33,35,52,69,78,80} => {84}"	1278	1233	1342
"{21,33,35,56,69} => {52}"	683	464	585
"{21,78,94} => {69}"	1052	1033	1142
"{35,78,94} => {52}"	31	17	17
"{78,80,87,94} => {35}"	387	518	390
"{33,35,56,78,87} => {69}"	1511	1450	1559
"{21,52,69,80,84,87,94} => {35}"	667	448	569
"{56,69,78} => {33}"	181	181	181
"{33,52,56,80,84} => {35}"	12	4	4
"{60,80} => {78}"	843	731	935
"{1,21,33,52,56,78} => {38}"	501	592	221
"{33,35,52,78,84} => {87}"	1532	1470	1579
"{33,35,69,78,84,87} => {80}"	989	976	1085
"{21,33,84,87,94} => {80}"	1143	1116	1225
"{21,33,56} => {69}"	967	957	1066
"{52,56,69,94} => {78}"	1657	1581	1690
"{1,21,33,35,52,56,69,78,87} => {38}"	510	601	230
"{33,35,52,94} => {87}"	1564	1499	1608
"{35,78,80,84,87,94} => {33}"	1546	1483	1592
"{1,21,52,80,87} => {38}"	465	556	185
"{52,78,80,87} => {35}"	168	92	92
"{33,52,56,69} => {87}"	1040	1021	1130
"{33,52,69,87} => {35}"	98	51	51
"{35,60,69,94} => {52}"	787	873	814
"{52,69,78,80,94} => {56}"	1267	1222	1331
"{33,35,56,78,80} => {94}"	413	355	665
"{80,87} => {78}"	162	173	173
"{21,69,87,94} => {78}"	1122	1096	1205
"{35,60,69,78,84,87,94} => {52}"	704	790	731
