Name	UserRank	AHPRank	SVMRank
"{35,52,56,78,80,94} => {84}"	1160	1119	1193
"{21,33,56,69,80,87,94} => {78}"	1059	1028	1102
"{33,78,94} => {87}"	138	138	324
"{33,56,78} => {60}"	653	659	533
"{56,78,87,94} => {21}"	287	386	299
"{1,21,35,52,56,69,80} => {38}"	423	494	221
"{1,33,52,56,69,80,84} => {38}"	1758	1982	1564
"{1,21,52,69,78,84,87} => {38}"	354	425	152
"{33,52,80,94} => {87}"	861	841	915
"{56,60,69,78,94} => {33}"	1383	1369	1399
"{52,56,69} => {84}"	1063	1031	1105
"{21,78,80,94} => {33}"	1191	1145	1219
"{21,33,35,52,56,78,84} => {94}"	1298	1298	1335
"{33,35,69,84} => {56}"	1031	1003	1077
"{56,60,69,78,87} => {33}"	605	532	676
"{33,56,60,80,94} => {78}"	1401	1387	1417
"{56,60,78,80,84,87,94} => {69}"	1409	1395	1425
"{52,56,78,84,94} => {35}"	134	79	79
"{21,56,80,94} => {69}"	825	807	881
"{1,80,87} => {69}"	1639	1606	1465
"{87,94} => {60}"	1344	1427	1457
"{35,69,84} => {52}"	15	6	6
"{35,69,84,87} => {56}"	1186	1140	1214
"{33,56,78,80,84,87,94} => {35}"	336	410	323
"{56,80,94} => {35}"	316	402	315
"{35,56,87,94} => {52}"	13	4	4
"{35,84,94} => {56}"	879	858	932
"{33,52,56,87} => {80}"	1198	1151	1225
"{33,35,69,80,87,94} => {56}"	876	856	930
"{33,56,78,84} => {94}"	175	200	251
"{35,56,78,87,94} => {33}"	889	868	942
"{33,35,80,87,94} => {84}"	1180	1135	1209
"{33,52,56,60,69,84,94} => {35}"	572	632	592
"{52,56,78,80} => {35}"	79	49	49
"{21,78,87,94} => {80}"	1040	1010	1084
"{1,21,33,52,56,69,80,84,94} => {38}"	353	424	151
"{33,52,56,78,80,87} => {84}"	1143	1103	1177
"{21,80,87} => {94}"	289	250	488
"{35,52,56,80,84,94} => {33}"	745	735	809
"{35,52,80} => {87}"	769	757	831
"{21,33,35,69,78,84,87} => {94}"	1282	1282	1319
"{56,80,84,87} => {21}"	978	1225	625
"{1,69,78,84} => {87}"	1720	1667	1526
"{21,33,52,56,78,84} => {94}"	1306	1306	1343
"{1,21,33,52} => {38}"	363	434	161
"{35,69,78,80,94} => {84}"	891	870	944
"{33,52,56,60,87} => {35}"	564	624	584
"{21,78,84} => {69}"	718	711	785
"{33,84} => {69}"	127	133	133
"{21,35,56,78,80,84,87} => {94}"	1300	1300	1337
"{33,56,69,78,80} => {60}"	624	653	527
"{52,56,69,84,94} => {78}"	794	778	852
"{52,56,78,84} => {69}"	1062	1030	1104
"{33,52,69,84,87,94} => {78}"	661	661	735
"{35,52,56,69,78,84} => {33}"	797	781	855
"{60,69,80,87} => {56}"	654	569	713
"{69,80,87} => {94}"	147	192	243
"{1,33} => {80}"	1635	1603	1462
"{56,78,84} => {52}"	754	1212	612
"{1,33,69,84} => {56}"	1656	1618	1477
"{33,52,69,78,87} => {35}"	103	61	61
"{1,35,69,84} => {38}"	1777	2001	1583
"{33,56,69,78,84,87,94} => {52}"	314	400	313
"{33,69,84,87,94} => {56}"	172	164	350
"{21,33,69,80,84} => {94}"	284	247	485
"{33,78,80,87} => {84}"	20	92	92
"{56,60,69,78,84,87,94} => {33}"	1376	1362	1392
"{80,84,87,94} => {33}"	153	149	335
"{1,21,33,52,69,78,80,87} => {38}"	388	459	186
"{1,35,52,87,94} => {38}"	1745	1969	1551
"{1,21,52,78,80,84,87,94} => {38}"	377	448	175
"{33,56,78,80,84} => {21}"	1132	1239	639
"{33,56,60,87} => {69}"	652	568	712
"{33,35,56,69,78,94} => {52}"	47	27	27
"{21,52,78,80,84,87,94} => {35}"	498	331	431
"{1,33,35,56,69,78,80,87,94} => {38}"	1727	1951	1533
"{1,21,33,52,69,78,84} => {38}"	399	470	197
"{21,33,69,80,84,94} => {56}"	733	725	799
"{21,33,52,56,69,80,87} => {94}"	1288	1288	1325
"{35,56,69,78,80,84,94} => {87}"	919	897	971
"{33,35,56,69,78,80,87} => {52}"	106	62	62
"{35,52,78,94} => {56}"	1034	1005	1079
"{1,78} => {33}"	1679	1634	1493
"{1,33,78,87} => {56}"	1693	1648	1507
"{1,33,56,78} => {38}"	1619	2535	726
"{21,35,52,69,78,80,84,87} => {94}"	1299	1299	1336
"{21,35,78,80} => {52}"	496	329	429
"{33,35,56,78} => {52}"	68	42	42
"{35,52,56,80,84,87} => {78}"	1044	1014	1088
"{33,69,84} => {60}"	602	645	519
"{33,56,69,80,87,94} => {60}"	1348	1428	1458
"{56,60,69,78,84} => {87}"	622	544	688
"{33,35,52,78,80,84,94} => {87}"	723	716	790
"{1,33,80} => {56}"	1661	1622	1481
"{21} => {69}"	1027	999	1073
"{21,33,52,56,78,87} => {35}"	467	300	400
"{21,56,69,80,84,87} => {94}"	265	239	477
"{52,60,78,80,84} => {35}"	575	635	595
"{60,80,87} => {56}"	610	535	679
"{33,56,60,69,87,94} => {84}"	1425	1411	1441
"{33,69,78,80,84} => {94}"	186	205	256
"{35,56,69,80} => {33}"	1212	1160	1234
"{52,69,80,87} => {84}"	840	820	894
"{33,35,56,69,84,87,94} => {78}"	1195	1148	1222
"{1,80,84} => {33}"	1680	1635	1494
"{56,80} => {33}"	64	106	106
"{21,80,94} => {84}"	1105	1070	1144
"{35,52,69,94} => {84}"	1133	1094	1168
"{35,56,84,87} => {52}"	10	3	3
"{33,35,56,78,84,87,94} => {80}"	1249	1191	1265
"{33,52,56,69} => {94}"	233	222	460
"{35,78,87,94} => {56}"	901	880	954
"{52,69,78,87,94} => {33}"	899	878	952
"{38,56,69} => {1}"	1616	1676	1362
"{21,33,35,56,69,78,87} => {94}"	1275	1275	1312
"{1,52,69,78,80,87} => {38}"	1743	1967	1549
"{1,80} => {78}"	1719	1666	1525
"{33,35,84,87} => {56}"	1244	1186	1260
"{33,52,69,78,80,87} => {56}"	942	919	993
"{21,35,69,80} => {52}"	489	322	422
"{21,69,87} => {84}"	1135	1096	1170
"{35,56,60,78,80,87} => {52}"	563	623	583
"{33,35,52,78,84,94} => {87}"	1104	1069	1143
"{35,52,69,80,84,87} => {78}"	1090	1056	1130
"{35,56,69,80,87} => {33}"	1142	1102	1176
"{52,78,87,94} => {84}"	1246	1188	1262
"{52,56,69,80,84,94} => {78}"	923	901	975
"{33,52,78,87,94} => {56}"	829	811	885
"{69,87} => {60}"	636	656	530
"{52,78,80,84,87} => {94}"	216	215	453
"{1,21,52,69} => {38}"	393	464	191
"{1,21,35,78,84,94} => {38}"	403	474	201
"{35,52,78} => {94}"	266	240	478
"{33,35,52,78,94} => {69}"	1192	1146	1220
"{33,35,52,56,69,78} => {80}"	830	812	886
"{1,52,69,84,94} => {38}"	1726	1950	1532
"{33,35,84,87} => {69}"	853	833	907
"{1,80,87} => {78}"	1634	1602	1461
"{35,52,69,78,87,94} => {84}"	969	945	1019
"{21,33,56,80,84,94} => {78}"	1205	1155	1229
"{33,35,52,56,69,80,87} => {94}"	280	245	483
"{21,33,56,80,84,87} => {78}"	1166	1125	1199
"{1,33,84} => {56}"	1716	1664	1523
"{1,21,35,56,69,78,80,87} => {38}"	352	423	150
"{56,60,78,94} => {87}"	1380	1366	1396
"{33,35,69,80,94} => {84}"	1234	1179	1253
"{69,80,84,87} => {52}"	1089	1234	634
"{33,35,56,87,94} => {69}"	1190	1144	1218
"{56,69,78,80,94} => {21}"	237	361	274
"{21,52,56,69,80,84} => {94}"	1263	1263	1300
"{52,56,60,69,87} => {35}"	566	626	586
"{1,87} => {69}"	1686	1641	1500
"{33,56,69,78,87,94} => {21}"	228	355	268
"{33,69} => {60}"	598	644	518
"{56,80,84,87,94} => {21}"	244	366	279
"{1,21,52,56,78,80,87} => {38}"	382	453	180
"{69,87,94} => {56}"	206	188	374
"{1,56,69,78,80} => {38}"	1621	2536	727
"{52,56,94} => {80}"	985	960	1034
"{21,33,35,69,84,87} => {94}"	1315	1315	1352
"{33,35,56,69,78,87} => {52}"	14	5	5
"{21,52,56,69,80,84,87} => {35}"	472	305	405
"{52,69,78,80,87,94} => {84}"	967	943	1017
"{33,35,80,84,87} => {78}"	872	852	926
"{33,52,78,87} => {35}"	80	50	50
"{33,56,84,87} => {78}"	75	109	109
"{56,78,84,87} => {33}"	25	94	94
"{35,52,56,78,80,87,94} => {33}"	1178	1133	1207
"{33,35,56,69,80,84,87} => {78}"	1061	1029	1103
"{21,35,84} => {94}"	1286	1286	1323
"{33,80,94} => {21}"	229	356	269
"{33,56,78} => {1}"	1636	2100	1275
"{52,56,78,84} => {94}"	324	265	503
"{21,33,80,84} => {56}"	814	797	871
"{56,78,87,94} => {52}"	286	385	298
"{1,69} => {38}"	1629	2540	731
"{56,69} => {94}"	182	203	254
"{35,56,69,87} => {78}"	736	728	802
"{1,56,69,84} => {33}"	1709	1658	1517
"{38,78,84} => {1}"	1606	1669	1355
"{33,35,87,94} => {56}"	803	787	861
"{35,52,80,87} => {69}"	1093	1059	1133
"{33,56,60,69,78} => {80}"	635	554	698
"{1,21,35,69,80,84,87} => {38}"	381	452	179
"{1,21,78,84,87} => {38}"	1729	1953	1535
"{21,35,56,69,78,80,84,94} => {52}"	477	310	410
"{35,69,78,84,87,94} => {56}"	925	903	977
"{33,94} => {56}"	160	156	342
"{1,21,33,56,69,78,84,87,94} => {38}"	1747	1971	1553
"{33,52,60,78,84,87,94} => {35}"	537	597	557
"{69,84,87} => {78}"	136	137	137
"{35,52,56,78,80,84,87,94} => {69}"	721	714	788
"{21,33,52,80,84} => {94}"	1279	1279	1316
"{33,56,69,87,94} => {80}"	144	143	329
"{35,69,78,87,94} => {52}"	122	71	71
"{21,33,84} => {69}"	671	668	742
"{56,69,87} => {52}"	1175	1244	644
"{33,35,52,56,69,80,84,94} => {87}"	890	869	943
"{1,21,33,35,52,56,84,87} => {38}"	349	420	147
"{21,33,78,94} => {69}"	1078	1045	1119
"{33,35,78} => {87}"	792	777	851
"{21,78,80,84} => {87}"	921	899	973
"{33,56,80,94} => {87}"	181	169	355
"{21,35,52,78,87} => {94}"	1289	1289	1326
"{35,56,84,94} => {80}"	828	810	884
"{35,52,69,78,87} => {33}"	783	771	845
"{21,33,56,78,80,84,87} => {69}"	737	729	803
"{33,56,69,78,80} => {21}"	1015	1227	627
"{52,56,60,94} => {35}"	529	589	549
"{33,56,69} => {84}"	105	124	124
"{33,35,52,56,69,80,84} => {78}"	1215	1163	1237
"{35,52,56,69,78,80,94} => {84}"	1073	1041	1115
"{52,56,69,84} => {35}"	70	44	44
"{1,33,56,80,84} => {69}"	1694	1649	1508
"{35,52,69,84,94} => {80}"	1139	1099	1173
"{1,33,78} => {80}"	1718	1665	1524
"{35,56,69,87,94} => {52}"	121	70	70
"{1,35,52,80,87,94} => {38}"	1780	2004	1586
"{1,33,69,80,87} => {56}"	1642	1609	1468
"{21,69,80} => {78}"	720	713	787
"{21,56} => {94}"	267	241	479
"{21,33,52,78,80,84} => {35}"	455	288	388
"{1,33,52,56,69,80,84,87} => {38}"	1748	1972	1554
"{52,56,84,94} => {35}"	46	26	26
"{56,69,84,87,94} => {60}"	1342	1425	1455
"{33,35,84,87,94} => {78}"	858	838	912
"{33,38,56,84,87} => {1}"	1607	1670	1356
"{1,21,35,69,80,84,94} => {38}"	436	507	234
"{35,52,78,80,94} => {84}"	970	946	1020
"{21,33,35} => {52}"	482	315	415
"{33,78,84} => {21}"	742	1210	610
"{1,21,35,69,78,80,94} => {38}"	378	449	176
"{33,35,78,84,87} => {52}"	42	24	24
"{69,78,84} => {35}"	1233	1255	655
"{33,69} => {80}"	133	135	135
"{33,52,56,69,80,87} => {78}"	859	839	913
"{35,78} => {33}"	991	966	1040
"{60,84,87,94} => {33}"	1378	1364	1394
"{33,52,69,78,80,84} => {56}"	976	952	1026
"{33,78,80,87} => {56}"	72	107	107
"{21,69,78,84,94} => {56}"	820	802	876
"{38,69,78,84} => {1}"	1609	1671	1357
"{35,69,80,84} => {56}"	1101	1066	1140
"{35,56,60,69,80,94} => {52}"	567	627	587
"{33,35,52,69,80,94} => {87}"	1081	1048	1122
"{33,35,69,80,84,94} => {78}"	762	750	824
"{35,56,87,94} => {69}"	724	717	791
"{52,56,69,78,80,84,87,94} => {33}"	1116	1078	1152
"{1,21,33,35,52,56,80} => {38}"	347	418	145
"{33,52,69,80} => {56}"	920	898	972
"{21,33,56,69,78,80,94} => {87}"	906	885	959
"{35,56,78,80,94} => {69}"	982	957	1031
"{35,56,60,69,78,87} => {52}"	561	621	581
"{33,60,69,80,84,87,94} => {56}"	1411	1397	1427
"{35,52,78,80,84,87,94} => {33}"	677	674	748
"{52,60,78,87} => {35}"	527	587	547
"{56,60,78,87} => {80}"	583	517	661
"{35,52,69,78,80,94} => {84}"	946	923	997
"{33,35,69,80} => {84}"	1194	1147	1221
"{35,84} => {78}"	873	853	927
"{1,21,52,56} => {38}"	408	479	206
"{33,35,52,56,69,84,94} => {80}"	900	879	953
"{78,87} => {56}"	8	86	86
"{33,56,69,78,94} => {35}"	273	377	290
"{21,33,69,78} => {80}"	712	705	779
"{33,52,56,69,80} => {94}"	298	255	493
"{33,35,78,84} => {52}"	37	20	20
"{56,80,94} => {87}"	155	151	337
"{33,56,80} => {69}"	95	118	118
"{35,56,69,84,94} => {87}"	860	840	914
"{33,56,69,80,84} => {1}"	1705	2116	1291
"{33,35,69,78,84,87} => {52}"	28	14	14
"{35,69,87} => {80}"	1213	1161	1235
"{35,52,56,69,87,94} => {78}"	823	805	879
"{21,33,56,69,78,84,94} => {80}"	927	905	979
"{21,33,56,78,80,87,94} => {84}"	1250	1192	1266
"{21,69,87,94} => {56}"	1153	1113	1187
"{52,56,60,80,84,87,94} => {35}"	531	591	551
"{33,60,69,78,87} => {84}"	644	561	705
"{78,80} => {1}"	1644	2102	1277
"{1,21,33,35,52,78,84,94} => {38}"	406	477	204
"{1,21,35,52,56,69,78,84} => {38}"	431	502	229
"{52,56,69,84,94} => {35}"	56	35	35
"{33,35,52,69,78} => {87}"	983	958	1032
"{21,33,52,56,69,80,87} => {35}"	464	297	397
"{21,69,80} => {94}"	224	220	458
"{35,56,60,69,78,84,87,94} => {52}"	517	577	537
"{33,56,69,94} => {60}"	1351	1429	1459
"{21,33,52,87} => {35}"	480	313	413
"{33,56,94} => {80}"	173	165	351
"{33,56,94} => {78}"	146	145	331
"{35,56,69,78,80} => {52}"	21	9	9
"{33,52,56,69,87} => {84}"	1146	1106	1180
"{60,78} => {33}"	584	518	662
"{1,52,56,78,80} => {38}"	1749	1973	1555
"{1,21,35,52,56,84,87} => {38}"	429	500	227
"{21,33,56,78,94} => {84}"	1177	1132	1206
"{21,56,69,84,87} => {80}"	1070	1038	1112
"{33,56,60,78} => {69}"	612	536	680
"{1,21,52,94} => {38}"	397	468	195
"{1,35,52,56,78,80,84,87,94} => {38}"	1792	2016	1598
"{33,69} => {21}"	1209	1252	652
"{1,56,69,78} => {84}"	1647	1611	1470
"{1,33,35,52,78,80,84,94} => {38}"	1789	2013	1595
"{33,35,69,84,94} => {78}"	1084	1051	1125
"{33,56,78} => {80}"	110	127	127
"{1,33,78,80,84,87} => {69}"	1666	1627	1486
"{33,35,52,56,80,87} => {78}"	1221	1168	1242
"{35,56,80,87} => {78}"	1242	1185	1259
"{35,56,69,80,84,87} => {94}"	339	276	514
"{87,94} => {52}"	312	399	312
"{33,52,56,84} => {78}"	948	925	999
"{1,56,69,78,80,84} => {33}"	1670	1630	1489
"{1,33,35,56,84,94} => {38}"	1766	1990	1572
"{1,56,69,87} => {38}"	1610	2532	723
"{35,52,78,87} => {84}"	954	931	1005
"{33,35,52,78,80,84} => {56}"	1203	1153	1227
"{33,35,56,69,78} => {80}"	1009	984	1058
"{33,35,56,69,78,87,94} => {52}"	115	65	65
"{38,69} => {1}"	1624	1681	1367
"{33,35,52,69} => {84}"	882	861	935
"{1,21,35,56,69,84} => {38}"	390	461	188
"{35,56,80} => {52}"	88	53	53
"{21,35,56,69,78,80,87,94} => {52}"	461	294	394
"{33,52,94} => {87}"	668	665	739
"{69,78,87} => {35}"	933	1223	623
"{33,35,52,69,80,87} => {84}"	800	784	858
"{35,56,69,94} => {33}"	903	882	956
"{35,56,69,78,84} => {94}"	215	214	452
"{33,69,78} => {80}"	1	81	81
"{1,33,35,52,69,78,80,87,94} => {38}"	1732	1956	1538
"{33,35,60,78,84,87} => {52}"	546	606	566
"{33,35,56,69,84} => {78}"	1127	1089	1163
"{35,56,78,80} => {94}"	234	223	461
"{56,60,80,94} => {84}"	1390	1376	1406
"{78,80,87} => {56}"	81	111	111
"{1,21,33,84,87} => {38}"	1731	1955	1537
"{21,56,69,94} => {87}"	1145	1105	1179
"{56,69,80} => {52}"	1216	1253	653
"{33,52,56,69,78,84,87} => {80}"	874	854	928
"{1,21,52,56,78,80,84} => {38}"	402	473	200
"{33,35,56,78,80,87,94} => {52}"	130	76	76
"{56,94} => {84}"	157	153	339
"{69,80,84} => {56}"	58	103	103
"{1,21,52,69,78,87} => {38}"	348	419	146
"{33,56,60,78,80,94} => {69}"	1366	1352	1382
"{60,78,87,94} => {84}"	1419	1405	1435
"{21,56,94} => {80}"	1010	985	1059
"{33,35,56} => {52}"	120	69	69
"{33,56,60,80,87,94} => {84}"	1371	1357	1387
"{21,33} => {84}"	690	686	760
"{21,33,35,78,84,87} => {94}"	1301	1301	1338
"{69,78,80,94} => {52}"	319	403	316
"{21,52,56,69,87} => {94}"	1264	1264	1301
"{21,78,80,84} => {56}"	768	756	830
"{33,52,69,80,94} => {35}"	116	66	66
"{35,52,56} => {94}"	329	269	507
"{1,35,52,80,84,87,94} => {38}"	1742	1966	1548
"{21,80} => {94}"	264	238	476
"{21,33,52,69,78,87} => {35}"	475	308	408
"{1,21,33,52,78,80,87} => {38}"	409	480	207
"{21,52,69} => {94}"	1307	1307	1344
"{33,35,56,60,78,84,94} => {52}"	526	586	546
"{52,80,87,94} => {35}"	100	59	59
"{1,21,33,35,52,69,78,80,84} => {38}"	368	439	166
"{1,21,52,56,69,80} => {38}"	361	432	159
"{1,33,35,52,84,87,94} => {38}"	1782	2006	1588
"{80} => {1}"	1717	2120	1295
"{52,60,69,78,80,84,87} => {35}"	539	599	559
"{21,52,56,69,78,87} => {94}"	1265	1265	1302
"{21,35,80,84,94} => {52}"	509	342	442
"{52,78} => {87}"	696	692	766
"{21,52,56,69,84,87} => {35}"	459	292	392
"{33,52,56,69,84,87} => {80}"	1098	1063	1137
"{33,69,84,87} => {35}"	784	1213	613
"{21,33,80,87} => {69}"	857	837	911
"{21,56,69,78,80,87} => {84}"	662	662	736
"{35,52,69,78,80,84,87} => {94}"	238	224	462
"{21,33,35,69,78,87} => {52}"	453	286	386
"{35,56,87} => {33}"	939	916	990
"{35,56,94} => {78}"	1151	1111	1185
"{1,69,84} => {38}"	1630	2541	732
"{56,84} => {69}"	119	131	131
"{33,35,56,80,84,94} => {69}"	663	663	737
"{78,80,84,87} => {69}"	104	123	123
"{35,52,56,78} => {80}"	1240	1183	1257
"{52,56,84,87} => {80}"	1170	1129	1203
"{21,52,56} => {35}"	500	333	433
"{56,80,84,87,94} => {52}"	303	394	307
"{52,69,78,87,94} => {80}"	1184	1138	1212
"{33,35,52,56,69,94} => {78}"	1187	1141	1215
"{35,52,56,80,87,94} => {78}"	1029	1001	1075
"{1,21,33,35,52,56,78,80,84} => {38}"	341	412	139
"{35,52,69,78,80,94} => {33}"	868	848	922
"{56,87,94} => {21}"	282	384	297
"{35,56,80,87} => {52}"	63	38	38
"{1,21,35,52,69,78,80,84,87} => {38}"	371	442	169
"{21,33,69,80} => {94}"	297	254	492
"{33,69,78,80} => {35}"	1223	1254	654
"{21,33,56,69,94} => {84}"	957	934	1008
"{56,78,80} => {52}"	1021	1228	628
"{21,80,84,87,94} => {78}"	1258	1200	1274
"{21,56,69,78,84,94} => {87}"	704	699	773
"{52,60,87,94} => {35}"	574	634	594
"{21,33,52,56,69,78,80} => {94}"	1261	1261	1298
"{33,35,52,78,87} => {69}"	910	889	963
"{33,52,60,69,78,84,87,94} => {35}"	543	603	563
"{21,33,35,56,69,84,87,94} => {52}"	450	283	383
"{1,33,35,52,69,78,80,87} => {38}"	1793	2017	1599
"{33,52,80,87,94} => {69}"	979	954	1028
"{1,35,52,56} => {38}"	1721	1945	1527
"{21,33,56,87} => {94}"	311	260	498
"{60,80,84,94} => {33}"	1417	1403	1433
"{56,60,69,78,84} => {33}"	625	546	690
"{56,69,78,84,87,94} => {60}"	1341	1424	1454
"{33,35,52,78,80,84} => {69}"	685	681	755
"{35,52,56,80,84,87,94} => {33}"	1085	1052	1126
"{21,35,69,78,84,94} => {52}"	478	311	411
"{33,35,52,69,78} => {94}"	223	219	457
"{33,35,52,84,87} => {94}"	325	266	504
"{52,56,60,78,80,84} => {35}"	551	611	571
"{78,84,87,94} => {21}"	300	392	305
"{56,60,78,84,94} => {69}"	1391	1377	1407
"{33,69,78,80} => {56}"	135	136	136
"{21,80,84,94} => {87}"	917	895	969
"{33,60,84} => {56}"	655	570	714
"{60,69,78,80} => {84}"	618	542	686
"{52,69,80,94} => {33}"	1028	1000	1074
"{21,33,69,80,87} => {56}"	1256	1198	1272
"{21,33,35,56,84,94} => {52}"	497	330	430
"{33,56,60,69,78,84,87,94} => {80}"	1354	1340	1370
"{56,84,94} => {87}"	208	189	375
"{35,52,56,69} => {87}"	741	732	806
"{33,69,80,84,94} => {52}"	260	373	286
"{33,35,52,69,78,80,84,87} => {94}"	213	212	450
"{35,52,56,69,78,80,84,94} => {87}"	959	936	1010
"{1,21,35,69,84,87,94} => {38}"	413	484	211
"{33,52,69,80,84} => {35}"	107	63	63
"{35,52,78,80,84,94} => {69}"	994	969	1043
"{21,35,78,84,87,94} => {52}"	512	345	445
"{1,21,33,56,78,80,84} => {38}"	1733	1957	1539
"{33,56,69,78,84,94} => {80}"	196	180	366
"{33,56,60,78} => {80}"	619	543	687
"{33,52,69,78,80,84,87} => {94}"	318	263	501
"{35,52,80,87,94} => {33}"	892	871	945
"{33,56,78,80,87,94} => {69}"	143	142	328
"{35,78,84} => {56}"	912	891	965
"{33,52,78,80,84,87,94} => {35}"	27	13	13
"{33,52,56,69,80,94} => {84}"	952	929	1003
"{1,21,33,52,80} => {38}"	410	481	208
"{52,56,80,84,87,94} => {35}"	65	39	39
"{35,69,78,84} => {94}"	283	246	484
"{52,56,78,80,84,94} => {87}"	805	789	863
"{21,78,80,84} => {94}"	291	251	489
"{1,56,78,84,87} => {80}"	1684	1639	1498
"{35,52,69,80,84} => {33}"	883	862	936
"{33,52,78,80,87} => {56}"	958	935	1009
"{33,35,52,56,78,80,84} => {94}"	230	221	459
"{52,60,78,80,87,94} => {35}"	515	575	535
"{1,21,52} => {38}"	345	416	143
"{33,35,52,56,80,84} => {87}"	1036	1007	1081
"{35,60,69,80,84,94} => {52}"	520	580	540
"{69,78,80} => {84}"	57	102	102
"{1,52,56,69,87} => {38}"	1774	1998	1580
"{38,84,87} => {1}"	1614	1674	1360
"{78,87,94} => {84}"	197	181	367
"{21,33,35,84,87} => {94}"	1271	1271	1308
"{52,69,78,94} => {80}"	1056	1025	1099
"{21,52,56,69,78,80,87} => {94}"	1259	1259	1296
"{56,60,87,94} => {84}"	1422	1408	1438
"{35} => {94}"	250	230	468
"{56,60,80,84,87,94} => {33}"	1392	1378	1408
"{52,56,60,80,84} => {35}"	571	631	591
"{56,60,78,87,94} => {80}"	1373	1359	1389
"{33,78,84,87} => {1}"	1651	2104	1279
"{33,56,80,84} => {52}"	837	1220	620
"{21,33,52,56,69,78,80,84,87} => {94}"	1308	1308	1345
