Name	UserRank	AHPRank	SVMRank
"{35,56,69,78,80,84,87,94} => {52}"	28	14	14
"{35,56,78,87,94} => {52}"	133	72	72
"{78,80,84,87} => {56}"	89	143	143
"{35,84,87} => {52}"	158	89	89
"{33,56,80,84} => {78}"	112	154	154
"{56,69,78,80} => {87}"	101	150	150
"{33,52,94} => {35}"	134	73	73
"{33,35,56,69,78,80,87,94} => {52}"	153	87	87
"{33,56,78,87} => {69}"	16	111	111
"{33,56,69} => {87}"	9	108	108
"{33,35,69,80,94} => {52}"	97	50	50
"{33,69,78,87} => {56}"	64	130	130
"{33,69,80,87} => {84}"	34	116	116
"{78,80} => {84}"	57	126	126
"{33,52,56,80,84,87} => {35}"	107	57	57
"{78,87} => {80}"	40	118	118
"{33,56,69,80} => {87}"	120	158	158
"{69,78,80} => {84}"	129	160	160
"{33,35,69,84,94} => {52}"	126	68	68
"{69,80,84} => {78}"	10	109	109
"{33,35,69,84} => {52}"	88	47	47
"{56,84,87} => {69}"	110	153	153
"{35,69,78,80,84,87,94} => {52}"	122	65	65
"{33,35,69,80,84,87} => {52}"	78	40	40
"{33} => {56}"	96	148	148
"{33,69,80} => {78}"	103	151	151
"{35,80,87,94} => {52}"	132	71	71
"{33,52,80,84} => {35}"	128	70	70
"{35,56,78,94} => {52}"	46	26	26
"{35,69,80} => {52}"	56	32	32
"{52,87} => {35}"	127	69	69
"{52,69,84,87,94} => {35}"	14	6	6
"{52,56,69,78,84} => {35}"	138	77	77
"{33,52,56,69,80,94} => {35}"	152	86	86
"{52,69,78,94} => {35}"	82	44	44
"{52,87,94} => {35}"	148	82	82
"{33,52,69,78,84,94} => {35}"	115	62	62
"{33,35,80,87,94} => {52}"	67	36	36
"{33,78,87} => {84}"	24	115	115
"{35,56,69,80,84,87} => {52}"	18	7	7
"{33,35,56,84,87,94} => {52}"	106	56	56
"{33,35,56,69,78,84} => {52}"	20	8	8
"{33,80,84} => {69}"	75	137	137
"{69} => {80}"	118	157	157
"{33,56,69,78} => {80}"	69	133	133
"{52,56,80,84} => {35}"	111	59	59
"{84} => {78}"	54	124	124
"{33,35,56,80,84} => {52}"	50	29	29
"{33,87} => {78}"	1	102	102
"{78,80,87} => {33}"	95	147	147
"{33,52,56,78,80} => {35}"	141	79	79
"{56,69} => {84}"	5	106	106
"{52,80,94} => {35}"	26	12	12
"{33,52,56,80,84,87,94} => {35}"	30	16	16
"{80} => {78}"	65	131	131
"{33,35,69,78,87} => {52}"	161	90	90
"{33,35,69,78,87,94} => {52}"	123	66	66
"{35,78,80,87,94} => {52}"	175	96	96
"{33,35,56,69,78,84,94} => {52}"	43	24	24
"{56,80} => {69}"	117	156	156
"{78,84,87} => {80}"	17	112	112
"{33,56,78,80,84,87} => {69}"	63	129	129
"{33,35,80,94} => {52}"	51	30	30
"{56,69,78,84} => {80}"	86	142	142
"{56,69,80} => {33}"	35	117	117
"{69,87} => {78}"	8	107	107
"{35,56,69,80,94} => {52}"	100	52	52
"{33,52,69,78,80,84,87} => {35}"	136	75	75
"{52,84,94} => {35}"	59	34	34
"{35,56,69,78,94} => {52}"	151	85	85
"{33,69,78,80,84} => {56}"	22	114	114
"{33,35,56,69,84,87,94} => {52}"	39	23	23
"{35,56,84} => {52}"	81	43	43
"{52,56} => {35}"	177	98	98
"{56,78,80,87} => {69}"	62	128	128
"{69,78,80} => {33}"	2	103	103
"{84,87} => {78}"	124	159	159
"{33,35,84,87} => {52}"	11	3	3
"{52,56,87,94} => {35}"	36	20	20
"{33,52,69,84,87} => {35}"	139	78	78
"{33,35,78,80,94} => {52}"	113	60	60
"{33,56,69,80,87} => {84}"	4	105	105
"{69,84} => {80}"	61	127	127
"{33,52,56,69,80,87} => {35}"	84	45	45
"{33,35,78,80} => {52}"	92	48	48
"{33,52,56,78} => {35}"	94	49	49
"{33,52,78} => {35}"	150	84	84
"{33,35,69,78,80,84,87,94} => {52}"	25	11	11
"{69,80} => {84}"	77	139	139
"{35,56,69,80,87} => {52}"	156	88	88
"{33,52,56,69,84,87} => {35}"	27	13	13
