Name	UserRank	AHPRank	SVMRank
"{69,78,87} => {80}"	161	219	219
"{52,69,78,94} => {35}"	39	25	25
"{35,52,56,80,94} => {84}"	1450	1426	1566
"{56,60,78,87} => {80}"	1084	1069	1215
"{1,21,33,52,69} => {38}"	745	523	396
"{21,33,80,84,94} => {78}"	1312	1298	1438
"{21,56,69,80,94} => {84}"	1234	1231	1371
"{21,33,69,84,87,94} => {78}"	1618	1578	1718
"{21,33,78,84,94} => {56}"	1196	1196	1336
"{56} => {33}"	19	164	164
"{21,52,69,78,80,84} => {35}"	879	775	761
"{1,21,52,80} => {38}"	674	452	325
"{21,33,35,56,69,78,80,84,94} => {52}"	782	678	664
"{1,21,35,56,84,87} => {38}"	713	491	364
"{21,33,35,78,87} => {52}"	788	684	670
"{21,33,78} => {80}"	1400	1380	1520
"{33,78,80,84} => {60}"	1139	1180	937
"{33,60,80} => {87}"	1140	1112	1258
"{33,52,84} => {80}"	1405	1385	1525
"{33,35,60,69,78,94} => {52}"	933	933	973
"{52,69} => {94}"	412	574	807
"{21,56,87} => {84}"	1560	1529	1669
"{33,35,52,78,80,84} => {94}"	492	622	855
"{33,52,56,78,87,94} => {35}"	176	104	104
"{33,35,94} => {56}"	1490	1466	1606
"{33,52,56,60,69,80,87,94} => {35}"	942	942	982
"{35,60,69} => {52}"	985	985	1025
"{33,60,78,87} => {69}"	1159	1127	1273
"{33,35,56,78} => {52}"	68	44	44
"{1,21,52,69,78,80,84} => {38}"	627	405	278
"{33,35,78,84} => {87}"	1313	1299	1439
"{21,69} => {94}"	573	660	893
"{80,87} => {60}"	1048	1157	914
"{56,84,87,94} => {78}"	312	293	611
"{33,56,78,87,94} => {84}"	263	260	578
"{33,56,94} => {87}"	347	320	638
"{21,56,69,80,94} => {33}"	1598	1561	1701
"{1,21,52,56,78} => {38}"	761	539	412
"{21,56,78,80,84,87,94} => {33}"	1578	1544	1684
"{33,35,69,78,84,87} => {52}"	43	27	27
"{35,52,69,84,87} => {78}"	1451	1427	1567
"{21,33,52,94} => {35}"	812	708	694
"{33,35,80,84} => {94}"	477	614	847
"{56,69,87} => {94}"	358	373	460
"{33,52,56,69,84} => {87}"	1245	1242	1382
"{52,69,78,80,84,87} => {94}"	426	584	817
"{1,21,35,80,84,87,94} => {38}"	764	542	415
"{33,56,69,80,94} => {84}"	349	322	640
"{35,52,56,80} => {78}"	1231	1228	1368
"{33,80,87} => {69}"	188	234	234
"{69,87,94} => {33}"	354	326	644
"{21,52,56,84} => {35}"	858	754	740
"{52,60,94} => {35}"	979	979	1019
"{56,69,78,84,87,94} => {21}"	555	890	548
"{1,21,33,35,69,78,84,87} => {38}"	748	526	399
"{35,52,56,69,80,84,87} => {94}"	538	642	875
"{78,80} => {56}"	187	233	233
"{56,69,94} => {87}"	253	251	569
"{33,52,78,80,84} => {69}"	1447	1424	1564
"{35,52,69,80,84} => {94}"	421	581	814
"{33,69,80,84,87,94} => {21}"	509	867	525
"{1,21,52,56,69,78,80,84,94} => {38}"	758	536	409
"{33,60,80,84,87} => {69}"	1061	1054	1200
"{1,21,33,52,56,78,80,84,87} => {38}"	780	558	431
"{52,56,80,84,87} => {35}"	140	85	85
"{33,56,69,84,94} => {21}"	551	888	546
"{52,84} => {35}"	235	142	142
"{21,33,35,78,84} => {52}"	811	707	693
"{60,80} => {87}"	1083	1068	1214
"{33,35,56,60,78,84} => {52}"	967	967	1007
"{21,84,94} => {69}"	1498	1473	1613
"{33,80} => {94}"	301	362	449
"{1,21,33,52,69,80,84,87,94} => {38}"	675	453	326
"{21,33,35,56,69,78,80,87,94} => {52}"	845	741	727
"{33,35,52,69,78,80,84,87} => {94}"	460	606	839
"{1,21,52,78,84,87} => {38}"	620	398	271
"{21,33,56,80,84,87} => {69}"	1212	1211	1351
"{33,52,56,60,78,80,87} => {35}"	927	927	967
"{33,69,78,84,87,94} => {52}"	513	869	527
"{21,78,80,84,87,94} => {33}"	1519	1493	1633
"{78,80,87} => {33}"	64	177	177
"{21,33,78,84,87} => {80}"	1225	1222	1362
"{35,56,60,69,78,84,87,94} => {52}"	923	923	963
"{33,35,56,69,78} => {94}"	399	567	800
"{35,56,69,84,94} => {87}"	1344	1327	1467
"{33,60,78,87} => {80}"	1104	1085	1231
"{33,52,80} => {94}"	595	674	907
"{33,69,84} => {60}"	1076	1166	923
"{1,21,35,52,78,80,84,87,94} => {38}"	670	448	321
"{33,60,80,84} => {87}"	1125	1099	1245
"{33,56,80} => {69}"	199	238	238
"{33,35,56,69,84} => {52}"	249	155	155
"{21,33,69,80} => {94}"	422	582	815
"{21,33,87,94} => {56}"	1314	1300	1440
"{56,69,78,94} => {21}"	536	882	540
"{21,69,80} => {56}"	1311	1297	1437
"{78,84,94} => {21}"	503	864	522
"{33,56,69,80,87} => {84}"	125	205	205
"{1,21,35,56,80,94} => {38}"	663	441	314
"{33,69,87} => {80}"	55	175	175
"{33,35,56,84,87} => {69}"	1256	1249	1389
"{33,35,60,69} => {52}"	960	960	1000
"{35,80,84,87,94} => {56}"	1215	1213	1353
"{33,60,69,84,87} => {78}"	1136	1109	1255
"{33,56,84,94} => {87}"	352	324	642
"{33,52,56,69,87} => {78}"	1623	1582	1722
"{21,35,69,78,80,84} => {52}"	787	683	669
"{33,69,94} => {84}"	332	308	626
"{1,21,52,69,78,80,84,94} => {38}"	608	386	259
"{1,21,52,78,80,94} => {38}"	637	415	288
"{33,35,52,78,80,87} => {84}"	1434	1412	1552
"{33,52,56,78,80,84,87} => {35}"	226	136	136
"{33,35,60,69,80,84,94} => {52}"	913	913	953
"{33,52,56,69,78,84,87} => {35}"	33	19	19
"{21,33,35,69,80,84,94} => {52}"	795	691	677
"{33,56,69,78,80,94} => {87}"	273	266	584
"{52,56,69,80} => {87}"	1207	1206	1346
"{80,84,94} => {69}"	307	288	606
"{33,52,56,69,78,94} => {80}"	1237	1234	1374
"{33,35,60,69,84,87,94} => {52}"	937	937	977
"{33,35,52,87,94} => {56}"	1506	1481	1621
"{33,52,56,80,84,87} => {35}"	203	120	120
"{56,84,94} => {35}"	587	906	564
"{84,87} => {94}"	270	350	437
"{1,21,35,52,56,80,84,87,94} => {38}"	687	465	338
"{35,56,80} => {94}"	438	591	824
"{21,52,69,80,84,94} => {35}"	864	760	746
"{33,69,80,87,94} => {52}"	461	842	500
"{1,21,35,69,78,87,94} => {38}"	765	543	416
"{52,69,80,87} => {78}"	1597	1560	1700
"{56,80} => {33}"	169	223	223
"{21,33,56,84,94} => {87}"	1532	1505	1645
"{52,56,60,69} => {35}"	918	918	958
"{33,69,80,84,87} => {94}"	364	376	463
"{35,52,56,69,78,94} => {33}"	1422	1402	1542
"{21,33,35,69,84,87,94} => {52}"	852	748	734
"{69,78,84} => {33}"	121	203	203
"{33,35,56,78,80,84} => {94}"	458	604	837
"{33,35,78} => {52}"	120	73	73
"{52,69,78,80,87} => {35}"	76	47	47
"{1,21,33,35,56,69,78,84,94} => {38}"	701	479	352
"{33,52,80,84,87,94} => {69}"	1206	1205	1345
"{33,56,60,69} => {87}"	1057	1052	1198
"{33,35,78,80,84} => {52}"	200	117	117
"{21,35,84} => {52}"	825	721	707
"{52,56,69,87} => {35}"	180	106	106
"{21,33,56,78,84,87} => {94}"	588	669	902
"{35,52,78,80,84,87} => {69}"	1525	1499	1639
"{35,56,69} => {80}"	1373	1356	1496
"{33,35,52,56,78} => {84}"	1454	1430	1570
"{1,21,35,78,80} => {38}"	599	377	250
"{35,52,56,87} => {94}"	585	667	900
"{21,33,69,78,94} => {84}"	1267	1257	1397
"{1,21,35,52,78,80} => {38}"	606	384	257
"{69,84,87} => {60}"	1141	1181	938
"{35,52,80,84,87,94} => {33}"	1444	1421	1561
"{1,21,35,56,78,87,94} => {38}"	653	431	304
"{33,87} => {84}"	54	174	174
"{56,69,78,80,94} => {84}"	329	306	624
"{1,21,33,35,52,56,87} => {38}"	766	544	417
"{33,56,60,87} => {80}"	1170	1136	1282
"{33,78,80,84,87} => {60}"	1127	1179	936
"{21,69,78,80} => {94}"	544	646	879
"{1,21,33,52,56,69,80,87,94} => {38}"	707	485	358
"{60,69,84} => {56}"	1064	1056	1202
"{33,52,69,84,94} => {80}"	1492	1468	1608
"{35,52,56,80} => {84}"	1542	1513	1653
"{21,80,94} => {78}"	1309	1295	1435
"{1,21,35,80,84,94} => {38}"	723	501	374
"{33,87,94} => {35}"	400	820	478
"{21,35,78,80,84,87,94} => {52}"	829	725	711
"{56,69,78,84,94} => {80}"	311	292	610
"{33,80,94} => {52}"	577	901	559
"{69,80,87,94} => {52}"	527	878	536
"{52,56,78,94} => {35}"	56	36	36
"{60,80,84,87} => {78}"	1036	1035	1181
"{21,33,80,94} => {69}"	1479	1455	1595
"{35,56,69,80,84} => {52}"	61	41	41
"{33,52,56,78,80,94} => {84}"	1349	1332	1472
"{1,21,33,35,52,56,87,94} => {38}"	736	514	387
"{78,80,84,87,94} => {21}"	469	848	506
"{35,78,94} => {84}"	1515	1489	1629
"{35,52,80,84,87,94} => {69}"	1579	1545	1685
"{33,35,56,78,80,84} => {52}"	236	143	143
"{52,60,69,80,94} => {35}"	1010	1010	1050
"{33,35,56,60,80,87} => {52}"	1002	1002	1042
"{35,56,80,94} => {78}"	1377	1359	1499
"{33,56,60,69,78} => {84}"	1132	1105	1251
"{80,87} => {78}"	77	185	185
"{1,21,35} => {38}"	613	391	264
"{21,52,56,69,80,84,87,94} => {35}"	826	722	708
"{33,52,56,69,84,87,94} => {78}"	1301	1287	1427
"{35,56,69,78,84,87,94} => {52}"	93	57	57
"{33,84,87} => {60}"	1118	1174	931
"{56,69,78,80,84,87,94} => {21}"	385	811	469
"{78,80,87,94} => {21}"	432	833	491
"{21,33,52,80,87,94} => {35}"	889	785	771
"{33,78,87,94} => {69}"	310	291	609
"{35,52,56,80,84,87} => {94}"	441	592	825
"{56,80,84,94} => {78}"	314	295	613
"{35,56,80,84,87} => {78}"	1358	1341	1481
"{1,21,35,52,69,80,94} => {38}"	712	490	363
"{35,60,69,78,84,94} => {52}"	925	925	965
"{52,56,69,80,84,94} => {78}"	1291	1279	1419
"{1,21,33,52,56,78,84,94} => {38}"	691	469	342
"{52,80,94} => {84}"	1285	1274	1414
"{33,35,52,56,69,80,84,87} => {94}"	518	633	866
"{33,78,80} => {84}"	173	225	225
"{33,35,69,78,80,84,87,94} => {52}"	60	40	40
"{52,56,60,78,80,84,94} => {35}"	1014	1014	1054
"{1,21,52,78,80,84} => {38}"	684	462	335
"{33,60,69,80,84,87} => {78}"	1154	1123	1269
"{56,87} => {94}"	271	351	438
"{60,78,80,84} => {87}"	1101	1083	1229
"{33,56,60,78,80,84,87} => {69}"	1087	1070	1216
"{21,80,84,94} => {56}"	1394	1374	1514
"{56,78,80,87,94} => {21}"	515	871	529
"{21,69,84,94} => {33}"	1266	1256	1396
"{1,21,33,35,52,56,78,80} => {38}"	688	466	339
"{33,35,52,56,87,94} => {78}"	1549	1520	1660
"{35,52,69,84,87} => {56}"	1262	1252	1392
"{33,52,56,60} => {35}"	929	929	969
"{94} => {78}"	306	287	605
"{21,33,56,78,87} => {84}"	1629	1587	1727
"{21,69,78,80,87,94} => {33}"	1501	1476	1616
"{56,78,94} => {80}"	255	253	571
"{52,80,84,87,94} => {69}"	1581	1547	1687
"{69,78,84,87} => {60}"	1037	1154	911
"{21,35,56,80,84} => {52}"	794	690	676
"{33,35,69,80,84,87} => {52}"	134	81	81
"{33,56,78,84,87} => {80}"	222	244	244
"{21,52,69,84} => {35}"	908	804	790
"{52,80,94} => {33}"	1284	1273	1413
"{33,56,78,87,94} => {80}"	374	342	660
"{33,35,56,87,94} => {52}"	170	102	102
"{1,21,33,35,56,69,87} => {38}"	762	540	413
"{21,84} => {69}"	1221	1219	1359
"{33,35,60} => {52}"	986	986	1026
"{52,69,78,84} => {56}"	1485	1461	1601
"{35,87,94} => {52}"	131	80	80
"{80,94} => {78}"	366	334	652
"{33,69,80,84,87,94} => {35}"	546	886	544
"{52,60,78,84} => {35}"	990	990	1030
"{1,21,52,78,80,84,87,94} => {38}"	740	518	391
"{21,33,80,84} => {94}"	419	580	813
"{56,69,78} => {94}"	346	371	458
"{33,69,80,87,94} => {35}"	471	849	507
"{1,21,33,35,69,80,94} => {38}"	730	508	381
"{33,60,78,87} => {84}"	1116	1095	1241
"{33,35,69,78} => {52}"	248	154	154
"{69,78,80,87} => {56}"	69	180	180
"{33,35,69,84} => {52}"	244	150	150
"{1,21,52,69,78,84,87,94} => {38}"	742	520	393
"{35,60,94} => {52}"	974	974	1014
"{78,80,84,87,94} => {33}"	299	282	600
"{84,87,94} => {80}"	284	274	592
"{56,69,80,84,87} => {60}"	1180	1189	946
"{21,33,52,56,78,80,84,94} => {35}"	839	735	721
"{21,33,35,80,84} => {52}"	835	731	717
"{33,52,69,84} => {80}"	1606	1567	1707
"{35,69,78,80,84} => {52}"	117	71	71
"{21,33,52,69,94} => {35}"	861	757	743
"{21,35,56,78,80,87} => {52}"	905	801	787
"{33,69,87,94} => {52}"	553	889	547
"{1,21,35,56,78,80,87,94} => {38}"	752	530	403
"{33,52,80,84} => {94}"	596	675	908
"{33,52,56,60,69,87} => {35}"	982	982	1022
"{33,56,78,80,87} => {69}"	178	228	228
"{33,69,84,87,94} => {80}"	289	278	596
"{52,56,69,78} => {80}"	1600	1562	1702
"{56,69,80} => {87}"	152	214	214
"{21,33,52,78,80,94} => {35}"	793	689	675
"{33,35,52,80,94} => {87}"	1421	1401	1541
"{56,60,69,84,87} => {33}"	1188	1149	1295
"{33,35,56,69,94} => {80}"	1264	1254	1394
"{56,84,87} => {60}"	1070	1163	920
"{33,35,52,56,69,78,87,94} => {80}"	1457	1433	1573
"{33,52,87,94} => {35}"	213	128	128
"{21,33,35,56,69,78,84} => {52}"	896	792	778
"{56,69,87,94} => {78}"	262	259	577
"{56,84,94} => {78}"	277	268	586
"{56,60,84} => {33}"	1106	1087	1233
"{33,52,60,78,87} => {35}"	970	970	1010
"{1,21,52,69,78,80,87} => {38}"	672	450	323
"{35,52,56} => {80}"	1411	1391	1531
"{33,87} => {80}"	166	221	221
"{35,56,78,80,84,87} => {94}"	580	665	898
"{52,56,69,78,80,87} => {94}"	425	583	816
"{21,33,69,78} => {56}"	1297	1283	1423
"{33,35,56,69,80,84,94} => {78}"	1350	1333	1473
"{52,80,87,94} => {33}"	1240	1237	1377
"{33,35,78,80,94} => {52}"	58	38	38
"{21,33,35,56,69,78,84,87} => {52}"	827	723	709
"{52,56,69,87,94} => {33}"	1441	1418	1558
"{21,56} => {33}"	1474	1450	1590
"{52,80,84,94} => {35}"	122	74	74
"{56,60,69,78,87} => {84}"	1128	1101	1247
"{33,56,69,80,84,87} => {60}"	1067	1162	919
"{52,80,84,94} => {33}"	1468	1444	1584
"{21,33,35,80,84,87} => {52}"	859	755	741
"{21,33,35,78,80,84,94} => {52}"	888	784	770
"{33,56,80} => {84}"	205	239	239
"{52,80,94} => {69}"	1366	1349	1489
"{35,69,80} => {78}"	1402	1382	1522
"{33,69,80,94} => {35}"	508	866	524
"{33,52,56,69,78,84} => {94}"	446	596	829
"{33,52,56,60,78,80} => {35}"	951	951	991
"{52,56,80,94} => {33}"	1567	1535	1675
"{69,78,80,87,94} => {33}"	353	325	643
"{35,52,56,78,84,87} => {69}"	1271	1261	1401
"{33,80,87,94} => {56}"	304	286	604
"{33,35,56,69,80,87} => {52}"	127	77	77
"{21,56,69,80,84} => {87}"	1472	1448	1588
"{21,33,78} => {56}"	1315	1301	1441
"{33,35,69,84,87} => {52}"	197	115	115
"{35,56,80,87,94} => {84}"	1622	1581	1721
"{33,35,52,69,78,94} => {84}"	1471	1447	1587
"{52,56,78,87,94} => {35}"	144	88	88
"{35,52,78} => {84}"	1455	1431	1571
"{52,56,69,78,80,94} => {87}"	1265	1255	1395
"{33,52,84} => {94}"	384	561	794
"{33,35,56,78,80} => {52}"	92	56	56
"{33,35,52,56,80} => {87}"	1204	1203	1343
"{33,52,56,60,78,80,84,87} => {35}"	1021	1021	1061
"{33,52,60,69,78,84,87} => {35}"	936	936	976
"{21,35,56,84} => {52}"	810	706	692
"{80,84,94} => {52}"	517	872	530
"{33,35,56,78,80,94} => {52}"	136	82	82
"{35,56,69,87} => {52}"	7	5	5
"{33,35,60,78,87,94} => {52}"	993	993	1033
"{52,69} => {33}"	1375	1357	1497
"{60,78,80,87} => {84}"	1160	1128	1274
"{1,21,33,35,56,69,78,84,87} => {38}"	755	533	406
"{69,84} => {56}"	40	170	170
"{1,21,35,56,69,78,80,87,94} => {38}"	610	388	261
"{78,80,87} => {56}"	231	247	247
"{56,87,94} => {78}"	320	299	617
"{35,87,94} => {69}"	1524	1498	1638
"{33,52,56,94} => {35}"	130	79	79
"{33,35,52,56,80,94} => {78}"	1610	1571	1711
"{78,80,84,87,94} => {52}"	569	898	556
"{1,21,35,52,56,78,80,87} => {38}"	774	552	425
"{33,35,52,56,84,94} => {78}"	1504	1479	1619
"{33,52,60,78,84,94} => {35}"	997	997	1037
"{33,52,69,84,87} => {80}"	1569	1537	1677
"{35,52,56,80,87} => {78}"	1435	1413	1553
"{33,35,52,69,80,84,87} => {78}"	1452	1428	1568
"{35,52,87,94} => {56}"	1223	1221	1361
"{84,87} => {60}"	1058	1158	915
"{56,69,78,80,84} => {94}"	290	356	443
"{56,60,69,80,84,87} => {33}"	1029	1029	1175
"{35,52,69,78} => {56}"	1203	1202	1342
"{56,60,69,78,80,84,87} => {33}"	1115	1094	1240
"{33,69,78,84} => {56}"	184	232	232
"{60,80,84} => {78}"	1117	1096	1242
"{21,52,69,78,80,94} => {35}"	881	777	763
"{33,56,69,78,84,94} => {21}"	411	825	483
"{33,56,80,84,87,94} => {35}"	430	832	490
"{52,56,78} => {69}"	1404	1384	1524
"{56,69} => {80}"	115	200	200
"{33,35,69,78,80,87} => {52}"	143	87	87
"{33,56,84,94} => {35}"	592	907	565
"{35,56,84} => {78}"	1554	1523	1663
"{33,56} => {80}"	28	168	168
"{52,69,94} => {78}"	1621	1580	1720
"{56,69,78,87,94} => {33}"	360	331	649
"{69,80,84} => {56}"	142	211	211
"{33,35,60,80,94} => {52}"	944	944	984
"{33,60,78} => {69}"	1063	1055	1201
"{33,60,69,78,80,84} => {56}"	1096	1078	1224
"{1,21,35,56,69,80} => {38}"	625	403	276
"{1,21,35,52,56,80,84} => {38}"	646	424	297
"{21,35,84,94} => {52}"	853	749	735
"{1,21,52,69,80,94} => {38}"	751	529	402
"{33,52,60,69,80,84} => {35}"	910	910	950
"{21,33} => {87}"	1222	1220	1360
"{60} => {80}"	1056	1051	1197
"{21,33,84,94} => {78}"	1475	1451	1591
"{56,69,78,80,84,87,94} => {33}"	322	301	619
"{52,56,69,84} => {80}"	1219	1217	1357
"{80,84,87,94} => {21}"	388	812	470
"{21,33,52,80,84,94} => {35}"	802	698	684
"{69,84,87} => {80}"	114	199	199
"{1,21,33,35,78,80,84,87} => {38}"	634	412	285
"{21,35,56,69,94} => {52}"	785	681	667
"{33,52,78,84,87} => {94}"	552	651	884
"{33,35,52,84} => {69}"	1586	1552	1692
"{35,56,69,80,84,87} => {33}"	1593	1557	1697
"{21,33,52,56,69,78,80,94} => {35}"	895	791	777
"{33,35,52,56,78,80,84,94} => {69}"	1499	1474	1614
"{35,56,78,80} => {52}"	177	105	105
"{33,60} => {84}"	1050	1045	1191
"{35,52,69,94} => {78}"	1275	1264	1404
"{33,52,84,87,94} => {35}"	57	37	37
"{21,56,69,78,84} => {33}"	1517	1491	1631
"{35,69,78,80,87} => {33}"	1555	1524	1664
"{56,78,80,94} => {21}"	495	859	517
"{60,69,78,80,84} => {33}"	1046	1043	1189
"{33,78,94} => {56}"	341	316	634
"{33,52,56,60,69,78,80,94} => {35}"	940	940	980
"{35,52,78,80,84,87,94} => {56}"	1508	1483	1623
"{33,56,80,84,87,94} => {52}"	427	830	488
"{33,60,69,78} => {80}"	1031	1031	1177
"{33,35,80,84} => {52}"	22	12	12
"{21,52,78,80,94} => {35}"	892	788	774
"{33,35,52,56,78} => {69}"	1509	1484	1624
"{33,35,52,56,69,78,87} => {80}"	1486	1462	1602
"{33,35,60,78,84,87,94} => {52}"	1003	1003	1043
"{21,56,80} => {84}"	1573	1541	1681
"{1,21,52,56,78,84,87} => {38}"	636	414	287
"{33,35,56,78,87,94} => {52}"	29	16	16
"{35,84,94} => {87}"	1251	1244	1384
"{1,21,35,94} => {38}"	659	437	310
"{60,69,80,87} => {33}"	1185	1146	1292
